Hole_ID,Depth_From,Depth_To,Mg_ppm,Al_ppm,Si_ppm,P_ppm,K_ppm,Ca_ppm,Ti_ppm,V_ppm,Cr_ppm,Mn_ppm,Fe_ppm,Ni_ppm,Cu_ppm,Zn_ppm,Rb_ppm,Sr_ppm,Y_ppm,Zr_ppm,Nb_ppm,Mo_ppm,Pb_ppm,LE_ppm
MSDP12,92.3,93.3,16911.32,68376.99,315156.1,286.95,23434.69,4626.31,4589.41,60.08,153.42,2091.99,29247.42,16.55,54.04,405.18,114.05,99.68,20.56,223.63,16.44,1.8163752894388,63.24,532744.76
MSDP12,93.3,94.3,19101.78,67106.45,302261.83,282.73,22284.79,7052.43,3827.31,54.22,122.4,1829.63,26720.34,12.14,38.53,374.06,109.91,105.81,19.53,209.95,17.22,1.80369958129313,65.81,545007.06
MSDP12,94.3,95.3,13057.14,66507.29,319716.72,133.51,26221.57,3546.46,3396.0,72.47,146.81,2096.19,30242.14,13.16,39.19,569.93,143.76,83.0,18.28,210.06,14.71,1.83667841525431,555.88,527018.67
MSDP12,95.3,96.3,14891.35,69037.74,348593.32,128.01,30402.98,3334.04,3302.04,68.87,129.36,1956.47,30317.11,17.93,41.23,553.12,150.01,94.63,19.48,230.31,15.52,4.54,577.76,489802.98
MSDP12,96.3,97.3,14799.4,69308.99,342057.65,54.18097728893189,31178.91,3374.52,3312.88,71.4,108.04,1851.43,28682.65,17.18,33.24,568.94,149.2,99.52,18.72,187.92,19.04,6.72,387.46,499010.69
MSDP12,97.3,98.3,12363.02,69450.89,348107.99,53.435160276321795,32866.63,2795.9,2821.03,56.2,112.83,1645.06,25782.07,12.33,22.0,476.58,149.87,99.69,17.38,174.49,17.98,7.31,243.76,498722.61
MSDP12,98.3,99.3,11799.11,68682.3,346461.75,51.2144795922493,33462.69,2709.86,2589.21,69.46,108.56,1609.82,23341.08,15.68,40.55,482.38,145.6,102.01,15.72,174.81,16.8,6.1,191.29,505477.99
MSDP12,99.3,100.3,14394.57,71815.15,346946.4,53.455547352770395,33518.38,3111.86,3024.01,60.99,108.79,1740.59,24298.25,12.86,67.47,377.32,145.66,102.48,16.26,175.59,16.64,4.68,162.53,498267.79
MSDP12,100.3,101.3,11946.34,69308.34,339735.68,98.62,33623.89,3459.24,2891.05,64.27,87.78,1629.46,24391.89,21.31,164.62,416.64,141.49,110.68,15.99,176.77,18.7,7.86,138.15,509719.08
MSDP12,101.3,102.3,12681.03,73241.44,350960.97,54.4887996015291,32838.7,4352.67,2867.07,56.11,94.52,1428.96,24856.9,22.66,72.34,287.11,130.37,128.27,16.81,194.5,16.61,4.47,105.35,494714.15
MSDP12,102.3,103.34,14684.1,71430.47,330002.35,96.05,28374.11,10547.04,3428.72,71.62,147.23,1701.07,32279.98,22.35,47.73,411.54,135.95,128.84,20.78,161.7,17.73,6.3,100.45,505518.93
MSDP12,103.34,104.38,16342.55,70377.91,329372.31,125.36,27504.44,10066.64,3500.7,62.96,169.64,2472.59,35617.47,25.88,57.57,399.48,148.64,113.36,20.05,168.87,15.35,6.96,108.7,501320.65
MSDP12,104.38,104.9,20402.53,70829.9,335871.61,82.34,30183.14,8504.0,3404.01,70.35,135.55,2657.87,33278.42,24.22,59.74,369.76,156.1,109.44,20.56,177.19,18.19,7.69,122.64,490996.77
MSDP12,104.9,105.93,16383.08,72459.43,331452.73,56.0621452360843,32527.48,5415.4,3121.05,54.19,140.43,1984.97,28353.13,16.31,31.9,406.8,145.96,115.2,20.57,147.4,18.43,6.88,120.26,505961.82
MSDP12,105.93,106.96,14084.99,75730.22,337358.45,54.7444469173629,33795.41,5068.22,2954.32,73.46,96.65,1773.78,26500.31,18.75,25.13,334.81,143.24,121.63,21.09,165.52,19.25,6.44,109.13,500144.34
MSDP12,106.96,108.0,15461.7,76893.47,336124.24,54.90692790296579,34218.69,4870.8,3018.42,67.9,189.68,2085.12,27734.31,15.34,26.5,328.7,146.67,112.48,19.66,142.49,17.95,6.44,131.95,496043.14
MSDP12,108.0,109.03,18339.25,75617.83,319384.31,151.04,26462.63,9688.5,4320.44,71.23,221.21,4233.64,40332.74,23.11,34.62,560.45,142.14,118.1,25.69,174.05,20.18,5.7,146.68,496334.47
MSDP12,109.03,110.06,18727.09,73784.97,323026.91,95.03,28972.78,8449.82,4126.91,62.94,218.19,4003.81,37053.84,20.82,39.7,774.89,152.58,126.95,24.22,208.33,21.84,6.84,225.17,496312.01
MSDP12,110.06,111.1,16402.09,74123.67,334156.73,56.155131392166005,32414.99,6459.55,3567.38,79.82,159.94,3563.26,33012.75,22.64,74.27,709.17,155.73,125.6,22.78,227.34,19.87,7.67,315.78,490051.46
MSDP12,111.1,112.13,16191.14,75016.21,328452.63,55.7467432828016,30949.95,5313.62,3492.75,74.97,130.74,2561.55,31857.4,25.5,52.63,425.64,144.82,126.27,23.03,232.12,19.65,5.51,161.26,502553.87
MSDP12,112.13,113.16,15626.71,76947.35,332167.13,55.816729585068394,32012.5,4665.32,3633.41,75.23,124.76,2276.96,30707.93,23.25,32.83,345.8,141.32,128.76,23.83,245.03,18.12,5.92,123.4,499124.08
MSDP12,113.16,114.2,13657.19,76685.14,328909.58,55.848367184607895,31524.12,4419.1,3739.47,79.83,115.46,1905.25,29756.03,21.25,26.24,245.89,138.51,134.2,23.22,243.09,21.73,5.86,83.41,507260.07
MSDP12,114.2,115.2,14869.0,77091.18,322722.96,54.887939033868506,30041.83,4510.82,3805.64,75.28,140.3,1929.59,32086.03,20.52,33.98,327.66,147.35,121.25,25.22,234.35,19.44,7.01,83.09,510222.12
MSDP12,115.2,116.2,14136.04,75889.25,332911.32,53.8651592160411,31527.25,3609.22,3775.48,88.87,94.45,1912.88,32619.04,17.14,31.29,515.44,161.52,101.53,23.1,237.2,20.88,6.84,165.71,496659.13
MSDP12,116.2,117.2,15939.31,76073.17,336792.68,55.560727257701,31536.68,3647.75,3812.83,73.65,92.42,1888.77,32692.18,20.99,18.15,534.58,163.27,102.29,21.39,260.09,23.85,7.12,190.57,490538.17
MSDP12,117.2,118.23,13968.98,77544.23,330934.38,55.3118718242155,30982.19,4423.33,3752.69,76.66,103.04,2006.82,31533.7,20.04,20.87,341.72,156.64,114.29,22.64,221.28,22.36,5.24,108.98,500790.73
MSDP12,118.23,119.26,15387.93,78520.0,334691.0,56.927046093780405,31064.1,4358.81,3740.38,53.24,98.25,1831.74,30477.49,20.95,29.34,321.16,149.19,121.34,22.43,243.18,24.59,4.24,92.06,497177.66
MSDP12,119.26,120.3,12340.76,75451.37,329122.35,56.268886912248604,30877.65,4851.08,3677.44,60.55,90.79,1718.85,29554.15,23.23,21.58,219.01,141.95,132.26,20.73,250.66,25.19,7.43,80.56,510774.99
MSDP12,120.3,121.1,16468.73,80430.29,341603.93,58.2365216761036,30519.62,4678.08,4091.88,46.07,130.88,1836.45,29555.59,18.78,17.87,393.89,140.28,129.05,22.52,265.18,23.02,3.11,79.85,488377.5
MSDP12,121.1,121.9,16814.81,80574.33,332316.5,55.5531750595699,29701.68,4105.83,3795.94,87.94,102.97,2136.9,39948.27,26.05,21.49,488.07,136.72,109.45,21.46,261.59,18.71,2.85,360.24,479409.55
MSDP12,121.9,122.7,21511.86,74304.49,308780.65,55.2306332774574,22805.19,3535.39,3738.02,54.37,103.96,2824.53,59880.25,23.14,60.91,865.84,119.04,67.5,18.71,243.46,19.89,2.64,1560.28,468952.24
MSDP12,122.7,123.6,20008.95,80829.88,325486.18,55.2711035924034,27031.24,3918.7,3882.63,56.4,113.9,2711.61,46028.49,24.67,63.64,904.06,149.64,87.44,21.71,240.27,22.92,5.07,1077.49,472084.19
MSDP12,123.6,124.5,17768.82,82304.28,334417.43,55.3651644136454,29577.56,3631.15,4051.08,62.59,119.14,2977.28,38230.64,25.43,58.58,562.93,153.22,96.15,21.47,239.35,21.94,3.95,717.22,476503.22
MSDP12,124.5,125.4,20209.94,81957.88,333556.46,55.3565581721552,32437.66,3644.04,4032.28,80.92,196.05,3361.35,37449.44,18.03,57.46,642.18,180.99,94.39,21.62,226.06,23.42,5.71,449.98,472576.02
MSDP12,125.4,126.3,19551.79,80961.18,336634.68,56.1262021425372,32189.37,4742.07,3963.1,79.92,129.52,3083.22,40323.39,23.95,41.99,648.15,180.29,94.57,20.8,235.96,21.86,3.71,424.3,463652.06
MSDP12,126.3,127.3,20189.21,79480.32,334024.33,56.6531921316689,30785.81,6044.78,3996.78,82.38,140.25,2938.22,35073.64,19.51,26.73,375.34,163.78,115.24,21.89,225.53,18.99,4.21,263.55,478967.31
MSDP12,127.3,128.3,15417.75,79376.84,337186.97,55.9862740076369,29528.73,5327.91,3763.5,68.52,145.45,2508.09,32281.41,21.14,29.12,345.48,148.17,118.22,23.69,234.41,20.52,4.76,189.69,487211.81
MSDP12,128.3,129.3,18898.72,81689.53,341237.18,57.460771866673205,30238.29,5507.44,3874.63,55.56,150.2,3074.68,31092.65,23.03,25.3,456.11,147.4,118.0,21.75,258.44,21.53,4.21,165.54,475947.16
MSDP12,129.3,130.3,21012.99,81352.69,338430.27,57.4185897628061,33375.89,5251.09,3914.35,77.33,147.69,4454.34,36750.97,19.48,21.08,697.06,173.97,105.14,21.75,242.18,20.86,3.77,379.62,462335.63
MSDP12,130.3,131.3,19265.53,80462.25,340285.31,57.7344243999589,33445.64,4895.37,4097.12,66.51,195.48,4756.23,36482.37,22.95,23.38,872.59,169.24,111.89,21.46,260.1,19.29,3.48,470.25,464084.8
MSDP12,131.3,132.3,20025.42,82603.43,333238.16,87.14,28558.28,8155.81,4702.62,80.98,176.79,4752.02,40092.71,25.37,21.93,615.42,163.04,124.43,26.14,265.42,21.78,3.29,332.08,468937.54
MSDP12,132.3,133.3,24686.91,91672.99,311462.14,230.73,20914.85,10164.23,5669.28,71.07,174.32,4872.72,50063.28,32.08,32.5,625.95,139.96,113.88,27.77,299.78,24.65,5.32,240.14,473003.71
MSDP12,133.3,134.3,19450.2,84175.44,326473.74,123.56,24416.36,8071.8,4978.09,75.04,152.7,4346.87,41706.84,22.67,22.76,456.5,137.59,127.97,26.94,279.05,21.59,2.85,192.88,481009.39
MSDP12,134.3,135.3,17964.07,79340.93,330505.45,57.83669075931971,26679.62,6480.67,4366.44,69.72,152.0,3895.81,35706.87,22.23,33.61,334.81,134.38,133.37,24.84,262.33,21.76,3.4,156.01,490556.75
MSDP12,135.3,136.3,22007.77,82207.65,336774.38,56.83571243074739,29170.08,5218.63,4209.01,66.47,173.56,4457.35,36698.88,23.42,31.59,470.03,168.76,102.77,22.87,252.73,18.49,3.83,173.46,472737.16
MSDP12,136.3,137.3,20228.01,81376.89,340532.35,56.140497534215605,30964.24,4317.08,4088.96,67.28,125.41,3869.86,36932.3,23.0,24.01,511.79,182.58,91.47,19.8,246.29,18.91,3.62,286.54,467993.36
MSDP12,137.3,138.3,19054.19,80656.37,340500.68,55.75977897289471,31480.05,4227.03,4005.41,79.62,139.41,3534.83,34372.74,23.33,29.84,386.24,177.72,100.29,20.9,236.58,20.41,4.76,216.83,474187.5
MSDP12,138.3,139.3,19512.43,81561.35,331536.65,56.611853920978795,32646.69,4346.08,4183.92,75.91,119.36,3242.01,33495.63,17.46,32.68,377.84,173.69,112.46,21.08,219.18,23.2,5.13,180.4,483444.2
MSDP12,139.3,140.3,18478.89,81273.74,343312.37,56.3738890996148,33233.15,3486.51,4092.36,73.6,100.47,2967.5,32199.29,25.33,29.42,314.69,169.53,109.08,21.2,245.83,20.38,3.96,175.72,474825.29
MSDP12,140.3,141.3,16216.09,78412.87,336841.84,55.426155612065294,31752.59,2876.64,3980.61,67.62,118.73,2702.4,33133.65,13.07,38.06,310.63,173.93,92.82,21.56,223.38,24.18,4.69,212.04,484650.38
MSDP12,141.3,142.46,17291.11,82491.75,306934.92,49.8672138952086,28563.26,2690.61,3919.32,60.41,150.68,3186.4,38394.2,25.18,74.97,2191.47,185.81,72.23,21.15,186.07,19.18,5.03,518.72,502115.55
MSDP12,142.46,143.63,17696.1,83463.16,323514.11,50.3348781856539,29139.75,1662.74,4058.15,51.62,160.91,2938.27,37067.07,18.1,120.94,1750.47,188.49,65.99,19.05,215.29,20.58,4.02,560.71,484499.44
MSDP12,143.63,144.8,16412.16,82492.56,339417.4,52.9054360112463,31031.1,1920.64,4067.58,65.81,131.42,3268.86,32469.52,19.81,91.49,1003.86,179.63,93.1,19.14,251.17,20.6,3.46,380.79,478857.71
MSDP12,144.8,145.83,21180.98,81637.03,334589.58,91.1,31764.08,2714.0,4029.0,66.12,156.78,4078.91,38280.44,22.08,62.16,1044.22,192.16,84.52,23.58,283.9,21.56,4.76,406.97,469679.69
MSDP12,145.83,146.86,18778.74,83264.64,345564.79,52.805776380530396,33809.19,2242.99,4049.98,78.68,114.52,3801.76,34399.21,15.96,64.96,767.86,195.19,80.66,19.41,282.9,18.99,1.83064089592302,289.38,463514.8
MSDP12,146.86,147.9,18847.65,81873.45,340414.24,53.0010833448219,34586.31,1869.21,4076.21,92.68,132.87,3483.11,31672.8,22.0,65.25,598.06,201.22,85.37,20.49,248.6,19.89,3.61,207.44,474750.41
MSDP12,147.9,148.9,18001.06,82407.3,330277.43,54.7366844476671,35529.56,2152.34,4273.45,70.62,131.15,3219.72,32720.25,17.91,109.51,531.98,197.95,99.49,22.41,230.71,23.4,4.91,185.48,483950.42
MSDP12,148.9,149.9,18458.8,82130.63,332118.09,54.44057800948,33669.1,2844.35,3957.1,79.41,107.17,2838.63,32495.2,16.8,90.29,402.1,177.75,113.06,23.61,279.92,20.37,6.52,159.57,485569.51
MSDP12,149.9,150.9,15585.83,79114.38,334056.35,55.2566648928443,33260.07,3101.9,4250.01,66.18,132.18,3731.52,31606.04,21.35,78.14,554.57,182.24,117.86,23.66,259.76,20.31,6.43,281.51,490071.17
MSDP12,150.9,151.93,17433.56,80554.54,319969.39,54.4594405545852,30878.59,3777.52,4078.96,73.25,145.37,3804.81,32923.02,19.24,62.18,552.95,182.07,108.84,22.9,263.92,23.12,7.22,204.53,502126.37
MSDP12,151.93,152.96,16919.37,80685.61,327813.94,56.451025973089706,29490.31,3389.48,4341.42,52.88,123.29,3656.11,30734.49,20.47,36.03,362.18,167.07,104.17,23.22,303.13,26.55,4.21,160.02,498995.6
MSDP12,152.96,154.0,14996.17,79495.08,322551.67,55.55602880060329,29797.89,3561.83,4503.45,70.01,83.68,3660.97,31208.91,19.91,25.62,293.78,173.18,104.79,24.37,273.06,29.15,8.89,130.55,506805.05
MSDP12,154.0,155.03,19371.72,80007.61,328035.21,56.483598532676794,31913.65,4585.78,3802.6,65.24,116.38,3570.08,33128.02,20.8,28.79,391.42,180.94,106.35,24.53,264.0,24.85,7.21,112.6,491257.46
MSDP12,155.03,156.06,18044.51,80993.72,323701.96,56.6978532116712,33792.19,5025.07,4279.63,82.37,155.43,3162.76,33538.52,23.48,58.95,298.88,169.96,127.21,25.1,269.64,23.08,6.87,91.82,493855.74
MSDP12,156.06,157.1,16159.86,80978.09,319664.46,57.2950662099934,33910.81,5494.47,4323.16,70.84,127.15,2780.15,35299.41,27.66,91.06,270.04,161.59,143.43,28.13,254.71,23.73,6.28,89.71,498379.77
MSDP12,157.1,157.96,19273.01,81725.72,325237.91,56.06217317603561,32741.74,4681.93,3684.4,62.39,135.28,2418.76,32534.81,28.58,64.7,693.03,162.84,128.78,23.55,227.32,22.22,6.83,124.31,493978.14
MSDP12,157.96,158.83,18455.73,81032.32,330118.98,56.1700801707209,31781.64,4158.03,3793.57,60.9,131.22,2273.22,35763.68,25.63,52.62,318.04,157.23,126.49,22.24,209.02,19.77,6.91,149.01,485030.64
MSDP12,158.83,159.7,17417.8,79159.61,326783.76,55.735858307269496,31140.12,3468.45,4184.69,79.91,121.94,2170.48,39893.21,25.72,41.06,258.58,157.35,113.39,21.7,234.77,21.19,6.92,216.56,482777.16
MSDP12,159.7,160.76,18192.36,76642.43,307651.57,54.8546491962434,25849.29,5786.8,3240.28,65.68,225.9,2027.65,44715.57,25.31,34.35,1605.9,133.99,132.7,22.08,183.04,22.01,17.84,102.29,510713.58
MSDP12,160.76,161.83,18366.41,78374.71,332892.22,57.0394032830751,29352.38,5466.58,3129.0,42.77,231.07,1703.42,39728.1,19.99,24.03,774.15,128.77,154.12,19.68,206.62,15.5,12.01,67.6,487734.15
MSDP12,161.83,162.9,17345.78,76972.73,324143.28,56.1085507228932,29518.83,5460.54,3348.79,67.31,190.88,1744.27,38879.51,18.43,24.44,594.5,131.6,153.58,20.23,194.29,16.92,12.78,65.03,499488.97
MSDP12,162.9,163.45,18676.94,83291.07,321668.68,56.0455242965391,25679.15,5968.32,3355.99,53.76,237.42,1902.84,44348.07,26.49,21.21,1404.43,124.01,141.89,22.65,207.69,20.84,14.84,89.96,491171.3
MSDP12,163.45,164.0,23014.15,82674.7,320019.77,55.9122467118808,24367.12,5977.12,3243.51,62.95,266.99,1946.51,44447.31,24.45,24.2,1643.91,122.35,139.92,20.98,215.81,22.88,15.29,94.87,490141.38
MSDP12,164.0,165.3,19198.7,81299.85,326050.07,55.050006404670896,26831.75,5251.07,3305.37,83.47,274.7,1890.27,42542.2,25.74,25.56,1148.11,128.62,147.72,22.09,203.44,20.0,16.26,94.78,490100.49
MSDP12,165.3,166.6,20243.18,79507.91,330256.97,55.4358195246785,28075.42,4878.37,3217.37,80.58,276.36,1877.28,40944.66,21.02,36.82,930.44,128.6,152.24,19.96,221.5,18.91,15.52,91.55,487512.59
MSDP12,166.6,167.9,18544.24,79076.82,335051.92,56.18559050568379,30653.79,4171.38,3303.58,60.44,198.42,2403.98,37946.33,20.33,37.99,806.92,141.97,155.65,20.17,228.4,17.76,14.04,109.85,485655.09
MSDP12,167.9,169.1,20582.71,79168.16,333401.01,55.7138594028296,31768.84,3714.75,3545.36,88.85,186.29,3516.24,38691.33,26.18,31.13,722.35,159.95,140.45,19.6,210.03,18.67,13.82,107.12,481753.57
MSDP12,169.1,170.3,18538.39,80903.83,335920.17,55.9282525363859,31610.81,3945.89,3530.53,77.05,203.6,3154.11,39479.29,22.91,25.03,685.59,159.87,139.69,21.07,224.37,18.1,11.14,109.13,478501.6
MSDP12,170.3,171.5,19984.26,79707.63,336516.14,56.5904672731911,31535.39,4239.53,3571.25,74.58,201.02,2655.11,38195.25,23.1,27.41,546.22,151.96,156.41,19.5,200.95,17.03,11.14,80.52,480064.2
MSDP12,171.5,172.7,19086.48,79601.17,343865.79,56.7224903240744,32284.76,4513.28,3376.92,81.73,189.72,2242.27,35587.69,23.95,30.46,417.97,145.32,170.03,21.48,205.89,17.28,10.46,77.12,476410.79
MSDP12,172.7,173.9,18222.83,77864.35,337105.14,55.7890016728685,32063.68,4021.87,3271.65,75.68,175.27,2474.44,36440.04,23.05,35.69,563.33,155.02,155.2,20.81,219.4,17.29,10.98,121.9,484897.59
MSDP12,173.9,175.9,17091.4,77935.3,338346.59,54.78253809540529,32098.74,4093.78,3200.02,83.87,210.1,2402.85,35617.85,25.55,38.02,527.8,152.11,152.56,21.25,208.15,14.93,10.46,112.21,485525.3
MSDP12,175.9,177.9,16653.2,78218.44,340114.82,89.87,35918.02,2936.85,2792.33,50.43,175.03,2371.3,31286.42,18.6,33.74,439.3,168.63,121.88,18.98,196.59,18.27,10.76,155.38,486051.9
MSDP12,177.9,179.9,14998.83,76144.51,337940.91,132.32,35329.81,2942.12,2892.76,57.33,149.03,2508.47,32112.02,19.31,47.86,444.59,174.2,115.35,19.49,220.33,16.87,8.7,222.13,490217.55
MSDP12,179.9,181.0,20652.85,81876.82,333725.19,55.922460758766,31270.28,4200.83,3539.31,64.14,189.4,2803.34,39509.99,17.96,45.44,478.99,167.92,134.92,21.54,178.34,18.93,13.51,135.67,478373.03
MSDP12,181.0,182.1,15327.68,75075.58,337473.55,55.31605947244571,29136.77,4113.59,3350.85,68.37,181.94,2526.5,35310.19,22.93,39.23,370.13,155.83,145.63,19.75,219.47,19.58,10.87,117.37,494268.38
MSDP12,182.1,182.9,19469.52,83676.45,314820.84,56.3754978956796,29736.13,3665.47,4350.56,67.94,221.72,2292.56,41802.24,23.67,32.19,1429.33,148.23,136.76,21.68,279.48,25.55,14.94,98.85,495995.94
MSDP12,182.9,183.7,17380.09,86098.67,314727.02,55.9739159659741,32212.26,3726.33,4299.86,81.65,208.11,2187.54,40244.33,23.16,26.26,960.19,150.0,149.91,20.54,252.6,23.6,12.57,80.5,495800.11
MSDP12,183.7,184.5,22906.86,88223.05,313961.57,57.944116736328404,35893.67,5119.05,4326.63,84.83,232.47,2316.18,41331.83,27.81,19.85,1026.29,160.87,180.83,20.35,239.6,22.29,11.38,79.78,482961.48
MSDP12,184.5,185.3,31360.62,87476.74,307764.4,595.97,28636.98,11368.89,4919.42,90.08,389.07,3556.48,50058.25,87.86,39.32,1329.88,144.16,171.75,26.2,277.4,27.29,11.78,80.17,470361.0
MSDP12,185.3,186.1,32153.11,85663.75,304354.13,556.17,25137.59,11574.13,5175.47,83.98,378.9,3386.59,47947.16,97.25,35.02,1055.3,132.43,158.57,26.54,296.76,27.21,11.51,87.04,480687.22
MSDP12,186.1,186.9,24016.2,86738.89,316229.82,220.19,29554.07,8011.12,4670.38,99.5,303.52,2695.4,43594.18,54.82,19.56,751.58,142.47,176.93,22.9,289.31,26.99,11.2,82.88,481493.44
MSDP12,186.9,187.9,23805.86,81908.27,293489.59,175.21,32948.75,7261.56,3807.97,87.52,295.06,2878.08,48444.23,56.65,45.37,1209.63,154.49,174.94,25.63,204.54,20.88,12.58,108.34,501622.53
MSDP12,187.9,188.9,20655.33,82690.88,316862.36,197.7,39521.68,7353.99,3840.81,106.58,269.7,2393.19,41048.62,35.93,42.12,679.62,153.8,225.91,23.02,241.74,21.57,14.28,90.18,483153.02
MSDP12,188.9,189.9,21723.13,85186.78,317985.13,175.81,41945.53,6798.12,3749.79,119.83,243.52,2466.97,38718.65,40.56,26.61,678.7,158.66,213.57,21.14,209.43,19.91,11.08,93.19,478884.19
MSDP12,189.9,190.6,23287.84,75898.22,298480.71,402.73,35502.05,6719.75,3602.96,94.93,339.23,4139.57,42997.03,64.03,58.26,845.11,153.3,171.79,20.61,206.61,17.17,10.7,177.37,505090.82
MSDP12,190.6,191.3,29582.41,93992.04,272653.79,130.03,27741.45,4183.61,3541.95,72.87,265.64,4489.84,56002.51,47.88,53.81,750.18,192.94,107.57,22.76,132.46,21.45,10.08,164.24,504209.38
MSDP12,191.3,192.0,33911.11,92781.32,257298.48,247.14,25094.99,6384.69,3752.93,97.22,260.03,4325.57,52969.97,52.91,49.22,778.03,175.39,156.47,23.37,132.65,18.02,9.45,142.08,519743.12
MSDP12,192.0,192.8,35465.48,88946.74,245611.73,251.15,22296.62,5552.16,3488.29,75.43,344.7,7393.84,57890.66,75.28,59.86,730.2,165.79,108.94,22.34,131.92,17.63,5.79,115.44,529577.97
MSDP12,192.8,193.6,33735.55,85500.93,242887.66,312.15,22682.29,5148.58,3392.19,78.71,329.17,7684.23,55861.92,68.59,76.7,704.85,171.8,100.55,22.23,126.1,16.77,6.11,120.16,538984.73
MSDP12,193.6,194.4,25712.37,76951.19,264613.71,175.77,23515.89,3654.74,3160.23,72.15,190.72,4915.6,39039.09,34.59,56.01,494.12,163.62,96.12,17.65,133.26,15.68,3.93,108.84,554802.93
MSDP12,194.4,195.4,21928.15,72745.31,241510.99,106.48,17774.16,3417.25,3093.71,43.78,178.79,3837.15,39853.4,31.3,42.29,571.09,131.07,87.23,17.73,126.82,17.84,8.23,110.82,592362.97
MSDP12,195.4,196.4,22946.43,82660.51,305108.77,148.52,20823.46,3590.75,3288.23,78.36,202.44,4459.11,41605.67,32.73,88.44,869.01,154.22,105.13,17.1,158.74,20.07,11.44,325.73,509695.23
MSDP12,196.4,197.4,21136.86,77975.41,301534.93,170.1,22012.39,3783.61,3397.39,61.14,215.95,4608.72,38718.15,27.51,83.3,667.66,154.77,119.86,18.0,172.13,18.2,10.4,253.73,522181.19
MSDP12,197.4,198.9,21162.11,69776.54,250457.31,207.43,21571.97,3485.09,2871.52,60.77,164.3,3907.9,34907.06,27.28,54.73,727.25,147.73,104.66,15.48,137.69,14.55,4.96,137.91,588008.83
MSDP12,198.9,200.4,24293.19,75837.64,292522.44,314.3,26326.79,4550.57,3646.83,75.97,196.95,4695.96,39678.98,36.69,54.34,533.74,171.78,134.47,18.9,181.89,19.76,8.58,106.9,524772.67
MSDP12,200.4,201.9,19798.17,78720.56,319450.49,333.46,30156.75,5769.47,3710.05,111.47,146.87,4033.77,40240.15,33.56,45.07,411.25,175.75,144.62,20.07,190.97,21.28,10.3,88.49,495350.56
MSDP12,201.9,202.9,18305.41,78862.49,336577.86,213.53,38303.73,3433.32,2549.1,75.78,182.33,2782.9,31201.65,27.77,37.22,391.5,179.57,124.28,18.3,134.8,14.76,9.45,78.71,485720.85
MSDP12,202.9,203.9,15159.13,77660.28,349840.36,148.36,37776.8,2323.89,2218.52,47.93,166.62,2293.09,28583.64,18.93,36.54,569.28,165.75,105.57,16.73,115.52,13.16,7.87,117.4,481336.03
MSDP12,203.9,204.9,18248.99,76086.06,349959.97,81.91,34359.11,2194.18,2191.95,59.09,153.77,2360.63,28221.22,19.56,23.31,286.45,156.22,102.6,18.3,126.66,16.49,9.85,89.56,484578.29
MSDP12,204.9,205.9,18129.3,69365.06,309116.57,128.69,30378.59,2253.74,2229.52,57.25,129.99,2593.16,27324.44,16.79,23.53,327.27,147.47,91.53,15.3,124.61,14.32,5.54,93.1,536118.25
MSDP12,205.9,206.9,12995.01,69088.39,317327.75,82.67,33751.94,2516.47,2319.79,47.34,135.94,2473.67,28292.11,12.9,28.07,356.44,156.48,102.36,14.4,141.89,15.91,8.76,88.99,528561.77
MSDP12,206.9,207.9,16923.59,73789.2,344207.4,76.13,39844.44,2552.79,2585.69,69.6,122.81,2498.38,29605.06,12.67,31.65,286.79,188.08,105.62,14.01,148.71,18.07,10.6,80.84,483453.14
MSDP12,207.9,208.9,15100.84,72832.84,334539.33,84.56,38803.67,2718.73,2537.9,55.22,128.09,2498.17,29227.26,15.07,33.88,264.89,181.39,103.16,12.31,146.43,16.7,10.53,78.73,498196.1
MSDP12,208.9,209.9,13207.82,72212.85,320719.25,70.34,41625.48,1734.07,2077.38,57.92,146.52,2419.59,28603.16,18.5,44.84,465.87,187.44,92.81,13.21,126.83,11.07,8.12,151.44,513065.78
MSDP12,209.9,210.9,11105.07,72371.66,344404.63,119.83,47398.42,1010.62,1522.84,54.85,135.05,1696.57,22674.52,15.98,52.03,616.33,211.56,89.35,11.32,70.18,9.65,8.67,217.25,493358.76
MSDP12,210.9,211.9,14027.47,73995.2,359951.03,130.78,48922.1,1313.55,1291.82,58.41,127.95,1735.62,22702.06,9.4,40.93,603.66,230.9,89.26,11.27,51.74,9.08,9.62,238.79,471483.87
MSDP12,211.9,212.9,15763.42,69712.83,315415.22,153.53,42564.44,1732.92,1216.01,56.6,139.98,1787.17,21419.54,10.3,47.01,533.66,200.71,88.06,9.54,52.16,6.5,5.89,187.03,527034.03
MSDP12,212.9,213.9,15093.73,77840.63,345901.45,146.04,43334.52,1907.4,1600.51,58.73,149.56,2475.67,30699.86,23.31,61.6,788.02,216.59,94.42,15.25,75.0,11.37,11.07,288.91,472818.71
MSDP12,213.9,214.8,24522.14,84457.62,331769.21,122.65,36998.07,1198.58,1867.32,45.56,131.87,2387.89,58258.94,23.1,81.58,735.5,207.5,70.54,14.61,95.87,11.32,9.1,905.63,426596.95
MSDP12,214.8,215.7,21346.73,81002.28,329057.93,127.79,36607.8,1743.25,2070.01,55.66,127.76,2504.4,51737.9,21.97,82.02,646.76,198.49,83.24,15.32,113.53,15.23,11.83,654.86,450216.2
